BLL UN Equity,Ball Corp
BLMN UW Equity,Bloomin' Brands Inc
BLMT UR Equity,BSB Bancorp Inc/MA
BLOX UN Equity,Infoblox Inc
BLPH UR Equity,Bellerophon Therapeutics Inc
BLT UN Equity,Blount International Inc
BLUE UW Equity,Bluebird Bio Inc
BLX UN Equity,Bladex
BMCH UW Equity,BMC Stock Holdings Inc
BMI UN Equity,Badger Meter Inc
BMR UN Equity,BioMed Realty Trust Inc
BMRC UR Equity,Bank of Marin Bancorp
BMRN UW Equity,BioMarin Pharmaceutical Inc
BMS UN Equity,Bemis Co Inc
BMTC UW Equity,Bryn Mawr Bank Corp
BMY UN Equity,Bristol-Myers Squibb Co
BNCL UW Equity,Beneficial Bancorp Inc
BNCN UR Equity,BNC Bancorp
BNED UN Equity,Barnes & Noble Education Inc
BNFT UQ Equity,Benefitfocus Inc
BNK UN Equity,C1 Financial Inc
BOBE UW Equity,Bob Evans Farms Inc/DE
BOCH UQ Equity,Bank of Commerce Holdings
BOH UN Equity,Bank of Hawaii Corp
BOJA UW Equity,Bojangles' Inc
BOKF UW Equity,BOK Financial Corp
BOLD UQ Equity,Audentes Therapeutics Inc
BOMN UR Equity,Boston Omaha Corp
BONTQ UW Equity,Bon-Ton Stores Inc/The
BOOM UW Equity,DMC Global Inc
BOOT UN Equity,Boot Barn Holdings Inc
BOX UN Equity,Box Inc
BPFH UW Equity,Boston Private Financial Holdings Inc
BPMC UW Equity,Blueprint Medicines Corp
BPOP UW Equity,Popular Inc
BPRN UW Equity,Bank of Princeton/The
BPTH UR Equity,Bio-Path Holdings Inc
BPYU UW Equity,Brookfield Property REIT Inc
BPZRQ UN Equity,BPZ Resources Inc
BR UN Equity,Broadridge Financial Solutions Inc
BRBR UN Equity,BellRing Brands Inc
BRC UN Equity,Brady Corp
BRCD UW Equity,Brocade Communications Systems Inc
BRCM UW Equity,Broadcom Corp
BRDR UW Equity,Borderfree Inc
BREW UW Equity,Craft Brew Alliance Inc
BRG UA Equity,Bluerock Residential Growth REIT Inc
BRID UQ Equity,Bridgford Foods Corp
BRK/B UN Equity,Berkshire Hathaway Inc
BRKL UW Equity,Brookline Bancorp Inc
BRKR UW Equity,Bruker Corp
BRKS UW Equity,Brooks Automation Inc
BRLI UW Equity,Bio-Reference Laboratories Inc
BRMK UN Equity,Broadmark Realty Capital Inc
BRO UN Equity,Brown & Brown Inc
BRP UW Equity,BRP Group Inc
BRSS UN Equity,Global Brass and Copper Holdings Inc
BRSWQ UN Equity,Bristow Group Inc/old
BRT UN Equity,BRT Apartments Corp
BRX UN Equity,Brixmor Property Group Inc
BRY UW Equity,Berry Corp
BSBK UR Equity,Bogota Financial Corp
BSET UW Equity,Bassett Furniture Industries Inc
BSF UQ Equity,Bear State Financial Inc
BSFT UW Equity,BroadSoft Inc
BSGM UR Equity,BioSig Technologies Inc
BSIG UN Equity,Brightsphere Investment Group Inc
BSRR UW Equity,Sierra Bancorp
BSTC UQ Equity,BioSpecifics Technologies Corp
BSVN UW Equity,Bank7 Corp
BSX UN Equity,Boston Scientific Corp
BTAI UR Equity,Bioxcel Therapeutics Inc
BTU UN Equity,Peabody Energy Corp
BTUUQ UN Equity,Peabody Energy Corp
BUFF UW Equity,Blue Buffalo Pet Products Inc
BURL UN Equity,Burlington Stores Inc
BUSE UW Equity,First Busey Corp
BV UN Equity,BrightView Holdings Inc
BW UN Equity,Babcock & Wilcox Enterprises Inc
BWA UN Equity,BorgWarner Inc
BWB UR Equity,Bridgewater Bancshares Inc
BWFG UQ Equity,Bankwell Financial Group Inc
BWLD UW Equity,Buffalo Wild Wings Inc
BWXT UN Equity,BWX Technologies Inc
BXC UN Equity,BlueLinx Holdings Inc
BXG UN Equity,Bluegreen Vacations Corp
BXLT UN Equity,Baxalta Inc
BXMT UN Equity,Blackstone Mortgage Trust Inc
BXP UN Equity,Boston Properties Inc
BXRX UR Equity,Baudax Bio Inc
BXS UN Equity,BancorpSouth Bank
BY UN Equity,Byline Bancorp Inc
BYD UN Equity,Boyd Gaming Corp
BYND UW Equity,Beyond Meat Inc
BYSI UR Equity,Beyondspring Inc
BZH UN Equity,Beazer Homes USA Inc
C UN Equity,Citigroup Inc
CA UW Equity,CA Inc
CAA UN Equity,CalAtlantic Group Inc/old
CAB UN Equity,Cabela's Inc
CABA UW Equity,Cabaletta Bio Inc
CABO UN Equity,Cable One Inc
CAC UW Equity,Camden National Corp
CACB UR Equity,Cascade Bancorp
CACC UW Equity,Credit Acceptance Corp
CACI UN Equity,CACI International Inc
CACQ UW Equity,Caesars Acquisition Co
CADE UN Equity,Cadence BanCorp
CAG UN Equity,Conagra Brands Inc
CAH UN Equity,Cardinal Health Inc
CAI UN Equity,CAI International Inc
CAKE UW Equity,Cheesecake Factory Inc/The
CAL UN Equity,Caleres Inc
CALA UW Equity,Calithera Biosciences Inc
CALB UW Equity,California Bancorp Inc
CALD UQ Equity,Callidus Software Inc
CALL UQ Equity,magicJack VocalTec Ltd
CALM UW Equity,Cal-Maine Foods Inc
CALX UN Equity,Calix Inc
CAM UN Equity,Cameron International Corp
CAMP UW Equity,CalAmp Corp
CAR UW Equity,Avis Budget Group Inc
CARA UQ Equity,Cara Therapeutics Inc
CARB UQ Equity,Carbonite Inc
CARE UW Equity,Carter Bank & Trust
CARG UW Equity,Cargurus Inc
CARO UR Equity,Carolina Financial Corp
CARR UN Equity,Carrier Global Corp
CARS UN Equity,Cars.com Inc
CASA UW Equity,Casa Systems Inc
CASC UW Equity,Cascadian Therapeutics Inc
CASH UW Equity,Meta Financial Group Inc
CASI UR Equity,CASI Pharmaceuticals Inc
CASLQ UN Equity,AM Castle & Co
CASS UW Equity,Cass Information Systems Inc
CASY UW Equity,Casey's General Stores Inc
CAT UN Equity,Caterpillar Inc
CATB UQ Equity,Catabasis Pharmaceuticals Inc
CATC UR Equity,Cambridge Bancorp
CATM UW Equity,Cardtronics PLC
CATO UN Equity,Cato Corp/The
CATS UR Equity,Catasys Inc
CATY UW Equity,Cathay General Bancorp
CAVM UW Equity,Cavium LLC
CB UN Equity,Chubb Ltd
CBAN UQ Equity,Colony Bankcorp Inc
CBAY UW Equity,Cymabay Therapeutics Inc
CBB UN Equity,Cincinnati Bell Inc
CBF UW Equity,Capital Bank Financial Corp
CBFV UQ Equity,CB Financial Services Inc
CBI UN Equity,Chicago Bridge & Iron Co NV
CBIO UR Equity,Catalyst Biosciences Inc
CBKC UN Equity,Christopher & Banks Corp
CBL UN Equity,CBL & Associates Properties Inc
CBLK UW Equity,Carbon Black Inc
CBM UN Equity,Cambrex Corp
CBMG UQ Equity,Cellular Biomedicine Group Inc
CBMG UW Equity,Cellular Biomedicine Group Inc
CBNK UW Equity,Capital Bancorp Inc
CBOE UF Equity,Cboe Global Markets Inc
CBOE UW Equity,Cboe Global Markets Inc
CBPX UN Equity,Continental Building Products Inc
CBRE UN Equity,CBRE Group Inc
CBRI UN Equity,CMTSU Liquidation Inc
CBRL UW Equity,Cracker Barrel Old Country Store Inc
CBSH UW Equity,Commerce Bancshares Inc/MO
CBST UW Equity,Cubist Pharmaceuticals LLC
CBT UN Equity,Cabot Corp
CBTX UW Equity,CBTX Inc
CBU UN Equity,Community Bank System Inc
CBZ UN Equity,CBIZ Inc
CC UN Equity,Chemours Co/The
CCB UW Equity,Coastal Financial Corp/WA
CCBG UW Equity,Capital City Bank Group Inc
CCEP UN Equity,Coca-Cola European Partners PLC
CCF UA Equity,Chase Corp
CCI UN Equity,Crown Castle International Corp
CCK UN Equity,Crown Holdings Inc
CCL UN Equity,Carnival Corp
CCMP UW Equity,Cabot Microelectronics Corp
CCN UQ Equity,CardConnect Corp
CCNE UW Equity,CNB Financial Corp/PA
CCO UN Equity,Clear Channel Outdoor Holdings Inc
CCOI UW Equity,Cogent Communications Holdings Inc
CCP UN Equity,Care Capital Properties Inc
CCRN UW Equity,Cross Country Healthcare Inc
CCS UN Equity,Century Communities Inc
CCXI UW Equity,ChemoCentryx Inc
CDAY UN Equity,Ceridian HCM Holding Inc
CDE UN Equity,Coeur Mining Inc
CDEV UR Equity,Centennial Resource Development Inc/DE
CDI UN Equity,CDI Corp
CDK UW Equity,CDK Global Inc
CDLX UQ Equity,Cardlytics Inc
CDMO UR Equity,Avid Bioservices Inc
CDNA UQ Equity,CareDx Inc
CDNS UW Equity,Cadence Design Systems Inc
CDR UN Equity,Cedar Realty Trust Inc
CDRBQ UR Equity,Code Rebel Corp
CDTX UQ Equity,Cidara Therapeutics Inc
CDW UW Equity,CDW Corp/DE
CDXC UR Equity,ChromaDex Corp
CDXS UW Equity,Codexis Inc
CDZI UQ Equity,Cadiz Inc
CE UN Equity,Celanese Corp
CEB UN Equity,CEB Inc
CECE UW Equity,CECO Environmental Corp
CEIX UN Equity,CONSOL Energy Inc
CELC UR Equity,Celcuity Inc
CELG UW Equity,Celgene Corp
CELH UR Equity,Celsius Holdings Inc
CEMI UR Equity,Chembio Diagnostics Inc
CENT UW Equity,Central Garden & Pet Co
CENTA UW Equity,Central Garden & Pet Co
CENX UW Equity,Century Aluminum Co
CERC UR Equity,Cerecor Inc
CERN UW Equity,Cerner Corp
CERS UQ Equity,Cerus Corp
CETV UW Equity,Central European Media Enterprises Ltd
CEVA UW Equity,CEVA Inc
CF UN Equity,CF Industries Holdings Inc
CFB UW Equity,CrossFirst Bankshares Inc
CFFI UW Equity,C&F Financial Corp
CFFN UW Equity,Capitol Federal Financial Inc
CFG UN Equity,Citizens Financial Group Inc
CFMS UW Equity,Conformis Inc
CFN UN Equity,CareFusion Corp
CFNB UQ Equity,California First National Bancorp
CFNL UW Equity,Cardinal Financial Corp
CFR UN Equity,Cullen/Frost Bankers Inc
CFRX UR Equity,ContraFect Corp
CFX UN Equity,Colfax Corp
CG UW Equity,Carlyle Group Inc/The
CGIPQ UN Equity,Celadon Group Inc
CGNX UW Equity,Cognex Corp
CHAP UN Equity,Chaparral Energy Inc
CHCO UW Equity,City Holding Co
CHCT UN Equity,Community Healthcare Trust Inc
CHD UN Equity,Church & Dwight Co Inc
CHDN UW Equity,Churchill Downs Inc
CHE UN Equity,Chemed Corp
CHEF UW Equity,Chefs' Warehouse Inc/The
CHFN UR Equity,Charter Financial Corp/MD
CHGG UN Equity,Chegg Inc
CHH UN Equity,Choice Hotels International Inc
CHK UN Equity,Chesapeake Energy Corp
CHKAQ UV Equity,Chesapeake Energy Corp
CHMA UW Equity,Chiasma Inc
CHMG UW Equity,Chemung Financial Corp
CHMI UN Equity,Cherry Hill Mortgage Investment Corp
CHMT UN Equity,LANXESS Solutions US Inc
CHNG UW Equity,Change Healthcare Inc
CHRA UN Equity,Charah Solutions Inc
CHRS UQ Equity,Coherus Biosciences Inc
CHRW UW Equity,CH Robinson Worldwide Inc
CHS UN Equity,Chico's FAS Inc
CHSP UN Equity,Chesapeake Lodging Trust
CHTR UW Equity,Charter Communications Inc
CHUBA UQ Equity,CommerceHub Inc
CHUBK UQ Equity,CommerceHub Inc
CHUY UW Equity,Chuy's Holdings Inc
CHX UN Equity,ChampionX Corp
CI UN Equity,Cigna Corp
CIA UN Equity,Citizens Inc/TX
CIDM UQ Equity,Cinedigm Corp
CIEIQ UN Equity,Cobalt International Energy Inc
CIEN UN Equity,Ciena Corp
CIFC UR Equity,CIFC LLC
CIM UN Equity,Chimera Investment Corp
CINF UW Equity,Cincinnati Financial Corp
CIO UN Equity,City Office REIT Inc
CIR UN Equity,CIRCOR International Inc
CISN UN Equity,Cision Ltd
CIT UN Equity,CIT Group Inc
CIVB UR Equity,Civista Bancshares Inc
CIVI UN Equity,Civitas Solutions Inc
CIX UA Equity,CompX International Inc
CIZN UQ Equity,Citizens Holding Co
CJ UN Equity,C&J Energy Services Inc
CJESQ UN Equity,C&J Energy Services Ltd/Old
CKEC UW Equity,Carmike Cinemas Inc
CKH UN Equity,SEACOR Holdings Inc
CKP UN Equity,Checkpoint Systems Inc
CKPT UR Equity,Checkpoint Therapeutics Inc
CL UN Equity,Colgate-Palmolive Co
CLAR UW Equity,Clarus Corp
CLBK UW Equity,Columbia Financial Inc
CLBS UR Equity,Caladrius Biosciences Inc
CLC UN Equity,CLARCOR Inc
CLCT UQ Equity,Collectors Universe Inc
CLDPQ UN Equity,Cloud Peak Energy Inc
CLDR UN Equity,Cloudera Inc
CLDT UN Equity,Chatham Lodging Trust
CLDX UW Equity,Celldex Therapeutics Inc
CLF UN Equity,Cleveland-Cliffs Inc
CLFD UQ Equity,Clearfield Inc
CLGX UN Equity,CoreLogic Inc/United States
CLH UN Equity,Clean Harbors Inc
CLI UN Equity,Mack-Cali Realty Corp
CLMS UW Equity,Calamos Asset Management Inc
CLNC UN Equity,Colony Credit Real Estate Inc
CLNE UW Equity,Clean Energy Fuels Corp
CLNY UN Equity,Colony Capital Inc
CLPR UN Equity,Clipper Realty Inc
CLR UN Equity,Continental Resources Inc/OK
CLSD UQ Equity,Clearside Biomedical Inc
CLUB UQ Equity,Town Sports International Holdings Inc
CLVS UW Equity,Clovis Oncology Inc
CLW UN Equity,Clearwater Paper Corp
CLX UN Equity,Clorox Co/The
CLXT UQ Equity,Calyxt Inc
CMA UN Equity,Comerica Inc
CMBM UQ Equity,Cambium Networks Corp
CMC UN Equity,Commercial Metals Co
CMCL UA Equity,Caledonia Mining Corp PLC
CMCO UW Equity,Columbus McKinnon Corp/NY
CMCSA UW Equity,Comcast Corp
CMCSK UW Equity,Comcast Corp
CMCT UQ Equity,CIM Commercial Trust Corp
CMD UN Equity,Cantel Medical Corp
CME UW Equity,CME Group Inc
CMG UN Equity,Chipotle Mexican Grill Inc
CMI UN Equity,Cummins Inc
CMLS UQ Equity,Cumulus Media Inc
CMLSQ UW Equity,CM Wind Down Topco Inc
CMO UN Equity,Capstead Mortgage Corp
CMP UN Equity,Compass Minerals International Inc
CMPR UW Equity,Cimpress PLC
CMRE UN Equity,Costamare Inc
CMRX UQ Equity,Chimerix Inc
CMS UN Equity,CMS Energy Corp
CMT UA Equity,Core Molding Technologies Inc
CMTL UW Equity,Comtech Telecommunications Corp
CNA UN Equity,CNA Financial Corp
CNBKA UW Equity,Century Bancorp Inc/MA
CNC UN Equity,Centene Corp
CNCE UQ Equity,Concert Pharmaceuticals Inc
CNDT UN Equity,Conduent Inc
CNDT UW Equity,Conduent Inc
CNK UN Equity,Cinemark Holdings Inc
CNL UN Equity,Cleco Corporate Holdings LLC
CNMD UN Equity,CONMED Corp
CNMD UW Equity,CONMED Corp
CNNE UN Equity,Cannae Holdings Inc
CNO UN Equity,CNO Financial Group Inc
CNOB UW Equity,ConnectOne Bancorp Inc
CNP UN Equity,CenterPoint Energy Inc
CNR UN Equity,Cornerstone Building Brands Inc
CNS UN Equity,Cohen & Steers Inc
CNSL UW Equity,Consolidated Communications Holdings Inc
CNST UW Equity,Constellation Pharmaceuticals Inc
CNTG UQ Equity,Centogene NV
CNTY UR Equity,Century Casinos Inc
CNW UN Equity,XPO CNW Inc
CNX UN Equity,CNX Resources Corp
CNXN UW Equity,PC Connection Inc
CNXR UQ Equity,Connecture Inc
COB UR Equity,CommunityOne Bancorp
COBZ UW Equity,CoBiz Financial Inc
CODA UR Equity,Coda Octopus Group Inc
CODE UN Equity,Spansion Inc
CODX UR Equity,Co-Diagnostics Inc
COF UN Equity,Capital One Financial Corp
COFS UR Equity,ChoiceOne Financial Services Inc
COG UN Equity,Cabot Oil & Gas Corp
COHR UW Equity,Coherent Inc
COHU UW Equity,Cohu Inc
COKE UW Equity,Coca-Cola Consolidated Inc
COL UN Equity,Rockwell Collins Inc
COLB UW Equity,Columbia Banking System Inc
COLD UN Equity,Americold Realty Trust
COLL UW Equity,Collegium Pharmaceutical Inc
COLM UW Equity,Columbia Sportswear Co
COMM UW Equity,CommScope Holding Co Inc
CONE UW Equity,CyrusOne Inc
CONN UW Equity,Conn's Inc
COO UN Equity,Cooper Cos Inc/The
COOP UR Equity,Mr Cooper Group Inc
COP UN Equity,ConocoPhillips
COR UN Equity,CoreSite Realty Corp
CORE UW Equity,Core-Mark Holding Co Inc
CORI UQ Equity,Corium International Inc
CORR UN Equity,CorEnergy Infrastructure Trust Inc
CORT UR Equity,Corcept Therapeutics Inc
COST UW Equity,Costco Wholesale Corp
COTV UN Equity,Cotiviti Holdings Inc
COTY UN Equity,Coty Inc
COUP UW Equity,Coupa Software Inc
COV UN Equity,Covidien Ltd
COVS UW Equity,Covisint Corp
COWN UW Equity,Cowen Inc
CPA UN Equity,Copa Holdings SA
CPB UN Equity,Campbell Soup Co
CPE UN Equity,Callon Petroleum Co
CPF UN Equity,Central Pacific Financial Corp
CPGX UN Equity,Columbia Pipeline Group Inc
CPHD UW Equity,Cepheid
CPK UN Equity,Chesapeake Utilities Corp
CPLA UW Equity,Capella Education Co
CPLG UN Equity,CorePoint Lodging Inc
CPN UN Equity,Calpine Corp
CPRI UN Equity,Capri Holdings Ltd
CPRT UW Equity,Copart Inc
CPRX UR Equity,Catalyst Pharmaceuticals Inc
CPS UN Equity,Cooper-Standard Holdings Inc
CPSI UW Equity,Computer Programs and Systems Inc
CPSS UQ Equity,Consumer Portfolio Services Inc
CPST UQ Equity,Capstone Turbine Corp
CPT UN Equity,Camden Property Trust
CPXX UR Equity,Celator Pharmaceuticals Inc
CQB UN Equity,Chiquita Brands International Inc
CR UN Equity,Crane Co
CRAI UW Equity,CRA International Inc
CRAY UW Equity,Cray Inc
CRBP UQ Equity,Corbus Pharmaceuticals Holdings Inc
CRC UN Equity,California Resources Corp
CRCM UN Equity,Care.com Inc
CRD/A UN Equity,Crawford & Co
CRD/B UN Equity,Crawford & Co
CRDF UR Equity,Cardiff Oncology Inc
CREE UW Equity,Cree Inc
CRI UN Equity,Carter's Inc
CRIS UQ Equity,Curis Inc
CRK UN Equity,Comstock Resources Inc
CRL UN Equity,Charles River Laboratories International
CRM UN Equity,salesforce.com Inc
CRMD UA Equity,CorMedix Inc
CRMT UW Equity,America's Car-Mart Inc/TX
CRNC UW Equity,Cerence Inc
CRNX UW Equity,Crinetics Pharmaceuticals Inc
CROX UW Equity,Crocs Inc
CRRSQ UR Equity,Corporate Resource Services Inc
CRRTQ UN Equity,CARBO Ceramics Inc
CRS UN Equity,Carpenter Technology Corp
CRTX UW Equity,Cortexyme Inc
CRUS UW Equity,Cirrus Logic Inc
CRVL UW Equity,CorVel Corp
CRVS UQ Equity,Corvus Pharmaceuticals Inc
CRWD UW Equity,Crowdstrike Holdings Inc
CRWN UW Equity,Crown Media Holdings Inc
CRY UN Equity,CryoLife Inc
CRZO UW Equity,Carrizo Oil & Gas Inc
CSBK UW Equity,Clifton Bancorp Inc
CSBR UR Equity,Champions Oncology Inc
CSC UN Equity,Computer Sciences Corp
CSCD UQ Equity,FormFactor Beaverton Inc
CSCO UW Equity,Cisco Systems Inc
CSFL UW Equity,CenterState Bank Corp
CSGP UW Equity,CoStar Group Inc
CSGS UW Equity,CSG Systems International Inc
CSH UN Equity,Cash America International Inc
CSII UW Equity,Cardiovascular Systems Inc
CSL UN Equity,Carlisle Cos Inc
CSLT UN Equity,Castlight Health Inc
CSOD UW Equity,Cornerstone OnDemand Inc
CSPR UN Equity,Casper Sleep Inc
CSRA UN Equity,CSRA Inc
CSS UN Equity,CSS Industries Inc
CST UN Equity,CST Brands LLC
CSTE UW Equity,Caesarstone Ltd
CSTL UQ Equity,Castle Biosciences Inc
CSTR UW Equity,Capstar Financial Holdings Inc
CSU UN Equity,Capital Senior Living Corp
CSV UN Equity,Carriage Services Inc
CSWI UW Equity,CSW Industrials Inc
CSX UN Equity,CSX Corp
CSX UW Equity,CSX Corp
CTAS UW Equity,Cintas Corp
CTB UN Equity,Cooper Tire & Rubber Co
CTBI UW Equity,Community Trust Bancorp Inc
CTCT UW Equity,Constant Contact Inc
CTG UW Equity,Computer Task Group Inc
CTIC UR Equity,CTI BioPharma Corp
CTL UN Equity,CenturyLink Inc
CTLT UN Equity,Catalent Inc
CTMX UW Equity,CytomX Therapeutics Inc
CTO UA Equity,CTO Realty Growth Inc
CTRA UN Equity,Contura Energy Inc
CTRCQ UR Equity,Centric Brands Inc
CTRE UW Equity,CareTrust REIT Inc
CTRL UW Equity,Control4 Corp
CTRN UW Equity,Citi Trends Inc
CTRX UW Equity,Catamaran Corp
CTS UN Equity,CTS Corp
CTSH UW Equity,Cognizant Technology Solutions Corp
CTSO UR Equity,CytoSorbents Corp
CTT UN Equity,CatchMark Timber Trust Inc
CTVA UN Equity,Corteva Inc
CTWS UW Equity,Connecticut Water Service Inc
CTXS UW Equity,Citrix Systems Inc
CUB UN Equity,Cubic Corp
CUBE UN Equity,CubeSmart
CUBI UN Equity,Customers Bancorp Inc
CUDA UN Equity,Barracuda Networks Inc
CUE UR Equity,Cue Biopharma Inc
CULP UN Equity,Culp Inc
CUNB UR Equity,CU Bancorp/Los Angeles CA
CURO UN Equity,Curo Group Holdings Corp
CUTR UW Equity,Cutera Inc
CUZ UN Equity,Cousins Properties Inc
CVA UN Equity,Covanta Holding Corp
CVBF UW Equity,CVB Financial Corp
CVC UN Equity,Cablevision Systems Corp
CVCO UW Equity,Cavco Industries Inc
CVCY UR Equity,Central Valley Community Bancorp
CVD UN Equity,Covance Inc
CVEO UN Equity,Civeo Corp
CVET UW Equity,Covetrus Inc
CVG UN Equity,Convergys Corp
CVGI UW Equity,Commercial Vehicle Group Inc
CVGW UW Equity,Calavo Growers Inc
CVI UN Equity,CVR Energy Inc
CVIA UN Equity,Covia Holdings Corp
CVLT UW Equity,CommVault Systems Inc
CVLY UQ Equity,Codorus Valley Bancorp Inc
CVM UA Equity,CEL-SCI Corp
CVNA UN Equity,Carvana Co
CVON UQ Equity,ConvergeOne Holdings Inc
CVOVQ UN Equity,Cenveo Inc
CVRS UA Equity,Corindus Vascular Robotics Inc
CVS UN Equity,CVS Health Corp
CVT UN Equity,Cvent Inc
CVTI UW Equity,Covenant Transportation Group Inc
CVX UN Equity,Chevron Corp
CW UN Equity,Curtiss-Wright Corp
CWBR UR Equity,Cohbar Inc
CWCO UW Equity,Consolidated Water Co Ltd
CWEI UN Equity,Clayton Williams Energy Inc
CWEN UN Equity,Clearway Energy Inc
CWEN/A UN Equity,Clearway Energy Inc
CWH UN Equity,Camping World Holdings Inc
CWK UN Equity,Cushman & Wakefield PLC
CWST UW Equity,Casella Waste Systems Inc
CWT UN Equity,California Water Service Group
CXO UN Equity,Concho Resources Inc
CXP UN Equity,Columbia Property Trust Inc
CXW UN Equity,CoreCivic Inc
CY UW Equity,Cypress Semiconductor Corp
CYBE UQ Equity,CyberOptics Corp
CYBX UW Equity,Cyberonics Inc
CYCN UW Equity,Cyclerion Therapeutics Inc
CYH UN Equity,Community Health Systems Inc
CYN UN Equity,City National Corp/CA
CYNI UN Equity,Cyan Inc
CYNO UW Equity,Cynosure LLC
CYRX UR Equity,CryoPort Inc
CYS UN Equity,CYS Investments Inc
CYT UN Equity,Cytec Industries Inc
CYTK UR Equity,Cytokinetics Inc
CYTK UW Equity,Cytokinetics Inc
CYTR UR Equity,CytRx Corp
CZNC UR Equity,Citizens & Northern Corp
CZR UW Equity,Caesars Entertainment Corp
D UN Equity,Dominion Energy Inc
DAKT UW Equity,Daktronics Inc
DAL UN Equity,Delta Air Lines Inc
DAN UN Equity,Dana Inc
DAR UN Equity,Darling Ingredients Inc
DATA UN Equity,Tableau Software Inc
DBCP UR Equity,Delmar Bancorp
DBD UN Equity,Diebold Nixdorf Inc
DBI UN Equity,Designer Brands Inc
DBX UW Equity,Dropbox Inc
DCI UN Equity,Donaldson Co Inc
DCO UN Equity,Ducommun Inc
DCOM UW Equity,Dime Community Bancshares Inc
DCPH UW Equity,Deciphera Pharmaceuticals Inc
DCT UN Equity,DCT Industrial Trust Inc
DD UN Equity,DuPont de Nemours Inc
DDD UN Equity,3D Systems Corp
DDOG UW Equity,Datadog Inc
DDS UN Equity,Dillard's Inc
DE UN Equity,Deere & Co
DEA UN Equity,Easterly Government Properties Inc
DECK UN Equity,Deckers Outdoor Corp
DEI UN Equity,Douglas Emmett Inc
DEL UN Equity,Deltic Timber Corp
DELL UN Equity,Dell Technologies Inc
DENN UR Equity,Denny's Corp
DERM UW Equity,Dermira Inc
DESTQ UW Equity,Destination Maternity Corp
DFIN UN Equity,Donnelley Financial Solutions Inc
DFODQ UN Equity,Dean Foods Co
DFRG UW Equity,Del Frisco's Restaurant Group Inc
DFS UN Equity,Discover Financial Services
DFT UN Equity,DuPont Fabros Technology Inc
DG UN Equity,Dollar General Corp
DGAS UW Equity,Delta Natural Gas Co Inc
DGI UN Equity,DigitalGlobe Inc
DGICA UW Equity,Donegal Group Inc
DGII UW Equity,Digi International Inc
DGX UN Equity,Quest Diagnostics Inc
DHC UN Equity,Diversified Healthcare Trust
DHC UW Equity,Diversified Healthcare Trust
DHI UN Equity,DR Horton Inc
DHIL UW Equity,Diamond Hill Investment Group Inc
DHR UN Equity,Danaher Corp
DHT UN Equity,DHT Holdings Inc
DHX UN Equity,DHI Group Inc
DIN UN Equity,Dine Brands Global Inc
DIOD UW Equity,Diodes Inc
DIS UN Equity,Walt Disney Co/The
DISCA UW Equity,Discovery Inc
DISCK UW Equity,Discovery Inc
DISH UW Equity,DISH Network Corp
DJCO UR Equity,Daily Journal Corp
DK UN Equity,Delek US Holdings Inc
DKS UN Equity,Dick's Sporting Goods Inc
DLA UA Equity,Delta Apparel Inc
DLB UN Equity,Dolby Laboratories Inc
DLPH UN Equity,Delphi Technologies PLC
DLR UN Equity,Digital Realty Trust Inc
DLTH UW Equity,Duluth Holdings Inc
DLTR UW Equity,Dollar Tree Inc
DLX UN Equity,Deluxe Corp
DMND UW Equity,Diamond Foods Inc
DMRC UW Equity,Digimarc Corp
DMTK UR Equity,DermTech Inc
DMTX UW Equity,Dimension Therapeutics Inc
DNBF UR Equity,DNB Financial Corp
DNKN UW Equity,Dunkin' Brands Group Inc
DNLI UW Equity,Denali Therapeutics Inc
DNOW UN Equity,NOW Inc
DNR UN Equity,Denbury Resources Inc
DOC UN Equity,Physicians Realty Trust
DOCU UW Equity,DocuSign Inc
DOFSQ UN Equity,Diamond Offshore Drilling Inc
DOMO UQ Equity,Domo Inc
DOOR UN Equity,Masonite International Corp
DORM UW Equity,Dorman Products Inc
DOV UN Equity,Dover Corp
DOVA UQ Equity,Dova Pharmaceuticals Inc
DOW UN Equity,Dow Inc
DOX UW Equity,Amdocs Ltd
DPLO UN Equity,Diplomat Pharmacy Inc
DPZ UN Equity,Domino's Pizza Inc
DRC UN Equity,Dresser-Rand Group Inc
DRE UN Equity,Duke Realty Corp
DRH UN Equity,DiamondRock Hospitality Co
DRI UN Equity,Darden Restaurants Inc
DRII UN Equity,Diamond Resorts International Inc
DRNA UW Equity,Dicerna Pharmaceuticals Inc
DRQ UN Equity,Dril-Quip Inc
DRRX UQ Equity,Durect Corp
DRRX UR Equity,Durect Corp
DS UN Equity,Drive Shack Inc
DSCI UR Equity,Derma Sciences Inc
DSKE UR Equity,Daseke Inc
DSPG UW Equity,DSP Group Inc
DSSI UN Equity,Diamond S Shipping Inc
DST UN Equity,DST Systems Inc
DT UN Equity,Dynatrace Inc
DTE UN Equity,DTE Energy Co
DTIL UW Equity,Precision BioSciences Inc
DTLK UW Equity,Datalink Corp
DTSI UW Equity,DTS Inc/CA
DUK UN Equity,Duke Energy Corp
DVA UN Equity,DaVita Inc
DVAX UR Equity,Dynavax Technologies Corp
DVMT UN Equity,Dell Technologies Inc Class V
DVN UN Equity,Devon Energy Corp
DWA UW Equity,DreamWorks Animation LLC
DWRE UN Equity,Demandware LLC
DWSN UW Equity,Dawson Geophysical Co
DX UN Equity,Dynex Capital Inc
DXC UN Equity,DXC Technology Co
DXCM UW Equity,DexCom Inc
DXLG UW Equity,Destination XL Group Inc
